place_id,name_left,types,rating,user_ratings_total,price_level,lat,lon,vicinity,business_status,editorial_summary,website,international_phone_number,cuisine_detected,cuisine_source,top_review_language,top_language_share,n_reviews_fetched,review_language_counts_json,cuisine_detected_ext,cuisine_source_ext,brand_name,brand_category,brand_source,name_right
sample_uzvKk6Y6qV,The Brazilian Spot 18,"restaurant,food,point_of_interest,establishment",4.1,1669.0,2.0,51.51825036783483,-0.0782814607229476,"City of London, London",OPERATIONAL,A popular Brazilian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,brazilian,manual,en,1.0,5,"{""en"": 5}",brazilian,name,,,,City of London
sample_Blv1VOEHF8,The Lebanese Spot 21,"restaurant,food,point_of_interest,establishment",4.6,734.0,4.0,51.50894518358267,-0.0833140572248718,"City of London, London",OPERATIONAL,A popular Lebanese restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,lebanese,manual,en,1.0,5,"{""en"": 5}",middle_eastern,name,,,,City of London
sample_5GuuhVI16c,The Mexican Spot 22,"restaurant,food,point_of_interest,establishment",4.5,1171.0,4.0,51.51207678384784,-0.0972304513690011,"City of London, London",OPERATIONAL,A popular Mexican restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,mexican,manual,en,1.0,5,"{""en"": 5}",mexican,name,,,,City of London
sample_IorvIMIoK2,The Turkish Spot 25,"restaurant,food,point_of_interest,establishment",4.7,503.0,4.0,51.5116043469032,-0.0876074085779127,"City of London, London",OPERATIONAL,A popular Turkish restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,turkish,manual,en,1.0,5,"{""en"": 5}",turkish,name,,,,City of London
sample_GJKWkAI57W,The Italian Spot 26,"restaurant,food,point_of_interest,establishment",4.6,1299.0,4.0,51.51420078608881,-0.1021500139410124,"City of London, London",OPERATIONAL,A popular Italian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,italian,manual,en,1.0,5,"{""en"": 5}",italian,name,,,,City of London
sample_cGkcg15Sjc,The Polish Spot 28,"restaurant,food,point_of_interest,establishment",4.8,479.0,2.0,51.511523835807296,-0.0824099529847449,"City of London, London",OPERATIONAL,A popular Polish restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,polish,manual,en,1.0,5,"{""en"": 5}",polish,name,,,,City of London
sample_72QhPYG7xo,The Malaysian Spot 30,"restaurant,food,point_of_interest,establishment",3.9,1703.0,4.0,51.51052932080849,-0.0739509912168971,"City of London, London",OPERATIONAL,A popular Malaysian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,malaysian,manual,en,1.0,5,"{""en"": 5}",malaysian,name,,,,City of London
sample_2FynJOBaWA,The Lebanese Spot 32,"restaurant,food,point_of_interest,establishment",4.5,1913.0,1.0,51.51859288667922,-0.0959655584429638,"City of London, London",OPERATIONAL,A popular Lebanese restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,lebanese,manual,en,1.0,5,"{""en"": 5}",middle_eastern,name,,,,City of London
sample_qz24a8C2gg,The Greek Spot 33,"restaurant,food,point_of_interest,establishment",3.7,570.0,3.0,51.51475147583527,-0.0872643098919453,"City of London, London",OPERATIONAL,A popular Greek restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,greek,manual,en,1.0,5,"{""en"": 5}",greek,name,,,,City of London
sample_gVttXFP5kg,The Mexican Spot 35,"restaurant,food,point_of_interest,establishment",4.7,1600.0,3.0,51.51705918167658,-0.0897607732762242,"City of London, London",OPERATIONAL,A popular Mexican restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,mexican,manual,en,1.0,5,"{""en"": 5}",mexican,name,,,,City of London
sample_N1oBE6WfQm,The Caribbean Spot 37,"restaurant,food,point_of_interest,establishment",4.4,1894.0,2.0,51.51189741719893,-0.0913969665845235,"City of London, London",OPERATIONAL,A popular Caribbean restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,caribbean,manual,en,1.0,5,"{""en"": 5}",caribbean,name,,,,City of London
sample_aN0bKuyTgl,The Japanese Spot 38,"restaurant,food,point_of_interest,establishment",4.3,376.0,4.0,51.510977565725504,-0.0760277992164934,"City of London, London",OPERATIONAL,A popular Japanese restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,japanese,manual,en,1.0,5,"{""en"": 5}",japanese,name,,,,City of London
sample_Qw6s1iIw8M,The Brazilian Spot 40,"restaurant,food,point_of_interest,establishment",5.0,471.0,4.0,51.51286045691089,-0.093292344821267,"City of London, London",OPERATIONAL,A popular Brazilian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,brazilian,manual,en,1.0,5,"{""en"": 5}",brazilian,name,,,,City of London
sample_BPNcxbEESj,The Korean Spot 41,"restaurant,food,point_of_interest,establishment",4.2,1169.0,1.0,51.51559275250006,-0.0917702258382447,"City of London, London",OPERATIONAL,A popular Korean restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,korean,manual,en,1.0,5,"{""en"": 5}",korean,name,,,,City of London
sample_5r2xYzUDTs,The Polish Spot 45,"restaurant,food,point_of_interest,establishment",4.4,811.0,2.0,51.51454379190983,-0.0821646340838571,"City of London, London",OPERATIONAL,A popular Polish restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,polish,manual,en,1.0,5,"{""en"": 5}",polish,name,,,,City of London
sample_LUr2x18Lx4,The Polish Spot 47,"restaurant,food,point_of_interest,establishment",3.6,633.0,2.0,51.51514284506006,-0.0817849719314124,"City of London, London",OPERATIONAL,A popular Polish restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,polish,manual,en,1.0,5,"{""en"": 5}",polish,name,,,,City of London
sample_pWiXLNOw6V,The Greek Spot 48,"restaurant,food,point_of_interest,establishment",4.4,1921.0,1.0,51.50891658455978,-0.0859064325019583,"City of London, London",OPERATIONAL,A popular Greek restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,greek,manual,en,1.0,5,"{""en"": 5}",greek,name,,,,City of London
sample_RJQ5TNSJPX,The Korean Spot 50,"restaurant,food,point_of_interest,establishment",5.0,198.0,4.0,51.51666033543482,-0.1073628571702159,"City of London, London",OPERATIONAL,A popular Korean restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,korean,manual,en,1.0,5,"{""en"": 5}",korean,name,,,,City of London
sample_3eoymNXZcv,The Argentinian Spot 53,"restaurant,food,point_of_interest,establishment",4.4,1035.0,3.0,51.51909089331827,-0.0841078745409874,"City of London, London",OPERATIONAL,A popular Argentinian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,argentinian,manual,en,1.0,5,"{""en"": 5}",argentinian,name,,,,City of London
sample_jzoaQkpVQs,The Argentinian Spot 54,"restaurant,food,point_of_interest,establishment",3.6,1839.0,2.0,51.51590803827241,-0.106788562268963,"City of London, London",OPERATIONAL,A popular Argentinian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,argentinian,manual,en,1.0,5,"{""en"": 5}",argentinian,name,,,,City of London
sample_vbuDKd2AbJ,The Malaysian Spot 58,"restaurant,food,point_of_interest,establishment",4.8,419.0,2.0,51.51678744248603,-0.1035949421138449,"City of London, London",OPERATIONAL,A popular Malaysian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,malaysian,manual,en,1.0,5,"{""en"": 5}",malaysian,name,,,,City of London
sample_mR9YYGXS8a,The Ethiopian Spot 60,"restaurant,food,point_of_interest,establishment",4.4,696.0,2.0,51.50854518903069,-0.0828648326835781,"City of London, London",OPERATIONAL,A popular Ethiopian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,ethiopian,manual,en,1.0,5,"{""en"": 5}",ethiopian,name,,,,City of London
sample_5v4PCUayhp,The Indian Spot 61,"restaurant,food,point_of_interest,establishment",4.4,1227.0,4.0,51.51395308696517,-0.0894091190438523,"City of London, London",OPERATIONAL,A popular Indian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,indian,manual,en,1.0,5,"{""en"": 5}",indian,name,,,,City of London
sample_3WoSN8Iaig,The Indian Spot 62,"restaurant,food,point_of_interest,establishment",4.9,589.0,2.0,51.5087383933703,-0.0856263839574479,"City of London, London",OPERATIONAL,A popular Indian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,indian,manual,en,1.0,5,"{""en"": 5}",indian,name,,,,City of London
sample_E8uCNnsZba,The Turkish Spot 64,"restaurant,food,point_of_interest,establishment",4.3,1868.0,4.0,51.5161731965154,-0.0787074268310354,"City of London, London",OPERATIONAL,A popular Turkish restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,turkish,manual,en,1.0,5,"{""en"": 5}",turkish,name,,,,City of London
sample_XUlFGjdUff,The Indian Spot 65,"restaurant,food,point_of_interest,establishment",4.2,249.0,1.0,51.51604552534327,-0.0763703568922246,"City of London, London",OPERATIONAL,A popular Indian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,indian,manual,en,1.0,5,"{""en"": 5}",indian,name,,,,City of London
sample_My4pz8stnm,The Turkish Spot 66,"restaurant,food,point_of_interest,establishment",3.8,1293.0,2.0,51.51662246796988,-0.107012532612494,"City of London, London",OPERATIONAL,A popular Turkish restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,turkish,manual,en,1.0,5,"{""en"": 5}",turkish,name,,,,City of London
sample_qspcEvOLMq,The Malaysian Spot 67,"restaurant,food,point_of_interest,establishment",4.9,1027.0,3.0,51.51472762618288,-0.0905891045586985,"City of London, London",OPERATIONAL,A popular Malaysian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,malaysian,manual,en,1.0,5,"{""en"": 5}",malaysian,name,,,,City of London
sample_HteBufSUZv,The Spanish Spot 71,"restaurant,food,point_of_interest,establishment",3.7,982.0,1.0,51.51686925672816,-0.1044812160575232,"City of London, London",OPERATIONAL,A popular Spanish restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,spanish,manual,en,1.0,5,"{""en"": 5}",spanish,name,,,,City of London
sample_ys7ZHqvPdN,The Malaysian Spot 72,"restaurant,food,point_of_interest,establishment",3.7,715.0,4.0,51.509687932603256,-0.0815933941506122,"City of London, London",OPERATIONAL,A popular Malaysian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,malaysian,manual,en,1.0,5,"{""en"": 5}",malaysian,name,,,,City of London
sample_6ODIwifeKg,The Greek Spot 73,"restaurant,food,point_of_interest,establishment",4.4,1123.0,4.0,51.51560798432369,-0.0954869735734871,"City of London, London",OPERATIONAL,A popular Greek restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,greek,manual,en,1.0,5,"{""en"": 5}",greek,name,,,,City of London
sample_MgcH3KRmVt,The Polish Spot 74,"restaurant,food,point_of_interest,establishment",4.7,1149.0,3.0,51.51303643652266,-0.080974924909042,"City of London, London",OPERATIONAL,A popular Polish restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,polish,manual,en,1.0,5,"{""en"": 5}",polish,name,,,,City of London
sample_ei6UnL3v3W,The Japanese Spot 77,"restaurant,food,point_of_interest,establishment",4.9,624.0,4.0,51.51297978189497,-0.0798400539138733,"City of London, London",OPERATIONAL,A popular Japanese restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,japanese,manual,en,1.0,5,"{""en"": 5}",japanese,name,,,,City of London
sample_B2KYzAmozr,The Korean Spot 78,"restaurant,food,point_of_interest,establishment",4.5,379.0,1.0,51.50880821864936,-0.0925450166503774,"City of London, London",OPERATIONAL,A popular Korean restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,korean,manual,en,1.0,5,"{""en"": 5}",korean,name,,,,City of London
sample_Vf2wWMwebW,The Ethiopian Spot 85,"restaurant,food,point_of_interest,establishment",3.6,1979.0,4.0,51.51335887818125,-0.0975632546722009,"City of London, London",OPERATIONAL,A popular Ethiopian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,ethiopian,manual,en,1.0,5,"{""en"": 5}",ethiopian,name,,,,City of London
sample_UMSIHbcAw5,The Argentinian Spot 90,"restaurant,food,point_of_interest,establishment",4.3,1441.0,1.0,51.51507964186953,-0.0834563877365524,"City of London, London",OPERATIONAL,A popular Argentinian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,argentinian,manual,en,1.0,5,"{""en"": 5}",argentinian,name,,,,City of London
sample_dfts2ERtlq,The Turkish Spot 92,"restaurant,food,point_of_interest,establishment",4.8,726.0,4.0,51.51159443675577,-0.0840597701494549,"City of London, London",OPERATIONAL,A popular Turkish restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,turkish,manual,en,1.0,5,"{""en"": 5}",turkish,name,,,,City of London
sample_PwxvaoM1a6,The Spanish Spot 94,"restaurant,food,point_of_interest,establishment",4.9,427.0,1.0,51.52091539069321,-0.092772607490234,"City of London, London",OPERATIONAL,A popular Spanish restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,spanish,manual,en,1.0,5,"{""en"": 5}",spanish,name,,,,City of London
sample_7S9Tis9qKr,The Italian Spot 95,"restaurant,food,point_of_interest,establishment",4.7,436.0,3.0,51.51054584737589,-0.0785786311649738,"City of London, London",OPERATIONAL,A popular Italian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,italian,manual,en,1.0,5,"{""en"": 5}",italian,name,,,,City of London
sample_tgWBZ3HhMg,The Lebanese Spot 97,"restaurant,food,point_of_interest,establishment",4.0,592.0,4.0,51.51408670576697,-0.1010524050348231,"City of London, London",OPERATIONAL,A popular Lebanese restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,lebanese,manual,en,1.0,5,"{""en"": 5}",middle_eastern,name,,,,City of London
sample_7OTM8DSdpv,The Thai Spot 99,"restaurant,food,point_of_interest,establishment",4.1,1374.0,4.0,51.511809446739136,-0.0845485127105656,"City of London, London",OPERATIONAL,A popular Thai restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,thai,manual,en,1.0,5,"{""en"": 5}",thai,name,,,,City of London
sample_BB07LpVNub,The Peruvian Spot 0,"restaurant,food,point_of_interest,establishment",4.9,1130.0,1.0,51.51210155324178,-0.1026685074735351,"City of London, London",OPERATIONAL,A popular Peruvian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,peruvian,manual,en,1.0,5,"{""en"": 5}",peruvian,name,,,,City of London
sample_LHeX5VtJKv,The Italian Spot 1,"restaurant,food,point_of_interest,establishment",4.9,597.0,1.0,51.51394795278383,-0.1023736032909471,"City of London, London",OPERATIONAL,A popular Italian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,italian,manual,en,1.0,5,"{""en"": 5}",italian,name,,,,City of London
sample_SInPsXcij4,The Spanish Spot 5,"restaurant,food,point_of_interest,establishment",4.7,1111.0,4.0,51.51095035225356,-0.0866606045341023,"City of London, London",OPERATIONAL,A popular Spanish restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,spanish,manual,en,1.0,5,"{""en"": 5}",spanish,name,,,,City of London
sample_QGOS5HKsa2,The Chinese Spot 6,"restaurant,food,point_of_interest,establishment",4.6,1405.0,4.0,51.51443508647123,-0.0989029625012444,"City of London, London",OPERATIONAL,A popular Chinese restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,chinese,manual,en,1.0,5,"{""en"": 5}",chinese,name,,,,City of London
sample_czNc5SLz9R,The Argentinian Spot 7,"restaurant,food,point_of_interest,establishment",4.2,1795.0,4.0,51.510811564381775,-0.0971950624019302,"City of London, London",OPERATIONAL,A popular Argentinian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,argentinian,manual,en,1.0,5,"{""en"": 5}",argentinian,name,,,,City of London
sample_sEj28c0Nfg,The Peruvian Spot 9,"restaurant,food,point_of_interest,establishment",4.0,1182.0,4.0,51.51098152948435,-0.0863028489079624,"City of London, London",OPERATIONAL,A popular Peruvian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,peruvian,manual,en,1.0,5,"{""en"": 5}",peruvian,name,,,,City of London
sample_RuTZPaZb1x,The Peruvian Spot 10,"restaurant,food,point_of_interest,establishment",3.7,359.0,2.0,51.51593386395323,-0.0911397748721931,"City of London, London",OPERATIONAL,A popular Peruvian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,peruvian,manual,en,1.0,5,"{""en"": 5}",peruvian,name,,,,City of London
sample_XN9YWiwn4V,The Malaysian Spot 20,"restaurant,food,point_of_interest,establishment",4.6,567.0,4.0,51.51016214277814,-0.0800992886607236,"City of London, London",OPERATIONAL,A popular Malaysian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,malaysian,manual,en,1.0,5,"{""en"": 5}",malaysian,name,,,,City of London
sample_YH6lri0zj1,The Greek Spot 21,"restaurant,food,point_of_interest,establishment",4.5,1258.0,2.0,51.5160692728124,-0.0849629393989018,"City of London, London",OPERATIONAL,A popular Greek restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,greek,manual,en,1.0,5,"{""en"": 5}",greek,name,,,,City of London
sample_OnUVD9pz7E,The Indian Spot 23,"restaurant,food,point_of_interest,establishment",5.0,1567.0,1.0,51.50836284604529,-0.0805306292282284,"City of London, London",OPERATIONAL,A popular Indian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,indian,manual,en,1.0,5,"{""en"": 5}",indian,name,,,,City of London
sample_AJDEkJ8UiE,The Japanese Spot 25,"restaurant,food,point_of_interest,establishment",3.7,689.0,2.0,51.51430993865679,-0.1091694828121976,"City of London, London",OPERATIONAL,A popular Japanese restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,japanese,manual,en,1.0,5,"{""en"": 5}",japanese,name,,,,City of London
sample_lx5n0xqbzk,The French Spot 27,"restaurant,food,point_of_interest,establishment",4.1,1519.0,3.0,51.51169838653092,-0.0952938789994398,"City of London, London",OPERATIONAL,A popular French restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,french,manual,en,1.0,5,"{""en"": 5}",french,name,,,,City of London
sample_vrny1CXoPw,The Argentinian Spot 31,"restaurant,food,point_of_interest,establishment",4.5,1324.0,1.0,51.51302094292812,-0.1051033896860136,"City of London, London",OPERATIONAL,A popular Argentinian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,argentinian,manual,en,1.0,5,"{""en"": 5}",argentinian,name,,,,City of London
sample_cofBzFhnfk,The Brazilian Spot 34,"restaurant,food,point_of_interest,establishment",4.2,124.0,1.0,51.51737002122099,-0.0885406352937248,"City of London, London",OPERATIONAL,A popular Brazilian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,brazilian,manual,en,1.0,5,"{""en"": 5}",brazilian,name,,,,City of London
sample_OhpzI76Ust,The Mexican Spot 35,"restaurant,food,point_of_interest,establishment",4.2,823.0,2.0,51.51942024890673,-0.0994292340970802,"City of London, London",OPERATIONAL,A popular Mexican restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,mexican,manual,en,1.0,5,"{""en"": 5}",mexican,name,,,,City of London
sample_z6XU7Usw7o,The Turkish Spot 44,"restaurant,food,point_of_interest,establishment",3.7,1438.0,4.0,51.51335879982181,-0.0980752009048504,"City of London, London",OPERATIONAL,A popular Turkish restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,turkish,manual,en,1.0,5,"{""en"": 5}",turkish,name,,,,City of London
sample_t2L8AAz9Bh,The Caribbean Spot 50,"restaurant,food,point_of_interest,establishment",4.8,1394.0,1.0,51.51215230863345,-0.1012853685857343,"City of London, London",OPERATIONAL,A popular Caribbean restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,caribbean,manual,en,1.0,5,"{""en"": 5}",caribbean,name,,,,City of London
sample_96VxzfjBsS,The Korean Spot 52,"restaurant,food,point_of_interest,establishment",4.1,1823.0,2.0,51.51469814208188,-0.0797594972035576,"City of London, London",OPERATIONAL,A popular Korean restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,korean,manual,en,1.0,5,"{""en"": 5}",korean,name,,,,City of London
sample_ygSneo1sWi,The Indian Spot 53,"restaurant,food,point_of_interest,establishment",3.7,137.0,1.0,51.50996096085704,-0.1050754561679821,"City of London, London",OPERATIONAL,A popular Indian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,indian,manual,en,1.0,5,"{""en"": 5}",indian,name,,,,City of London
sample_NysieYAhxY,The Greek Spot 56,"restaurant,food,point_of_interest,establishment",3.8,467.0,2.0,51.51681034828909,-0.0932997465624771,"City of London, London",OPERATIONAL,A popular Greek restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,greek,manual,en,1.0,5,"{""en"": 5}",greek,name,,,,City of London
sample_DrEDG4kqpg,The Japanese Spot 66,"restaurant,food,point_of_interest,establishment",4.0,131.0,3.0,51.51618366286478,-0.1013831453588948,"City of London, London",OPERATIONAL,A popular Japanese restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,japanese,manual,en,1.0,5,"{""en"": 5}",japanese,name,,,,City of London
sample_jtEhKcrqqy,The Japanese Spot 69,"restaurant,food,point_of_interest,establishment",4.7,50.0,1.0,51.51755106360888,-0.0989659463530704,"City of London, London",OPERATIONAL,A popular Japanese restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,japanese,manual,en,1.0,5,"{""en"": 5}",japanese,name,,,,City of London
sample_RTSPlaTrCC,The Chinese Spot 73,"restaurant,food,point_of_interest,establishment",4.9,920.0,4.0,51.51852382585361,-0.0870714809787778,"City of London, London",OPERATIONAL,A popular Chinese restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,chinese,manual,en,1.0,5,"{""en"": 5}",chinese,name,,,,City of London
sample_NmNwofICX4,The Italian Spot 74,"restaurant,food,point_of_interest,establishment",4.1,579.0,1.0,51.512661659538,-0.1029968376598865,"City of London, London",OPERATIONAL,A popular Italian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,italian,manual,en,1.0,5,"{""en"": 5}",italian,name,,,,City of London
sample_uBMshybyJw,The Indian Spot 77,"restaurant,food,point_of_interest,establishment",4.7,1306.0,4.0,51.51319849693277,-0.1035555824909316,"City of London, London",OPERATIONAL,A popular Indian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,indian,manual,en,1.0,5,"{""en"": 5}",indian,name,,,,City of London
sample_fd5xJ91wA4,The Vietnamese Spot 78,"restaurant,food,point_of_interest,establishment",3.5,1275.0,3.0,51.51831126151678,-0.0802312793689664,"City of London, London",OPERATIONAL,A popular Vietnamese restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,vietnamese,manual,en,1.0,5,"{""en"": 5}",unknown,,,,,City of London
sample_kupqMubiTM,The Lebanese Spot 79,"restaurant,food,point_of_interest,establishment",5.0,139.0,1.0,51.51706654133167,-0.0819592128720993,"City of London, London",OPERATIONAL,A popular Lebanese restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,lebanese,manual,en,1.0,5,"{""en"": 5}",middle_eastern,name,,,,City of London
sample_7vmM3hYvPt,The French Spot 81,"restaurant,food,point_of_interest,establishment",4.7,1979.0,2.0,51.5138882723574,-0.0873718169839314,"City of London, London",OPERATIONAL,A popular French restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,french,manual,en,1.0,5,"{""en"": 5}",french,name,,,,City of London
sample_AyytBX1E5O,The Spanish Spot 87,"restaurant,food,point_of_interest,establishment",4.3,1440.0,4.0,51.513508616705806,-0.076113354558763,"City of London, London",OPERATIONAL,A popular Spanish restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,spanish,manual,en,1.0,5,"{""en"": 5}",spanish,name,,,,City of London
sample_KxqnKSXvbH,The Ethiopian Spot 88,"restaurant,food,point_of_interest,establishment",3.7,1014.0,1.0,51.51230308989172,-0.0853587010290394,"City of London, London",OPERATIONAL,A popular Ethiopian restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,ethiopian,manual,en,1.0,5,"{""en"": 5}",ethiopian,name,,,,City of London
sample_KnyKC0fyXm,The Turkish Spot 91,"restaurant,food,point_of_interest,establishment",4.3,111.0,4.0,51.51696211968572,-0.1015313818821786,"City of London, London",OPERATIONAL,A popular Turkish restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,turkish,manual,en,1.0,5,"{""en"": 5}",turkish,name,,,,City of London
sample_4LxSmI5kJk,The Vietnamese Spot 92,"restaurant,food,point_of_interest,establishment",4.5,471.0,3.0,51.51374685027185,-0.094458559442737,"City of London, London",OPERATIONAL,A popular Vietnamese restaurant in the heart of the city.,http://example.com,+44 20 1234 5678,vietnamese,manual,en,1.0,5,"{""en"": 5}",unknown,,,,,City of London
